"Swnet_tavg","Lwnet_tavg","Qle_tavg","Qh_tavg","Qg_tavg","Snowf_tavg","Rainf_tavg","Evap_tavg","Qs_tavg","Qsb_tavg","Qsm_tavg","SnowT_tavg","AvgSurfT_tavg","SWE_tavg","SnowDepth_tavg","SoilMoist_S_tavg","SoilMoist_RZ_tavg","SoilMoist_P_tavg","ECanop_tavg","TVeg_tavg","ESoil_tavg","CanopInt_tavg","EvapSnow_tavg","ACond_tavg","TWS_tavg","GWS_tavg","Wind_f_tavg","Rainf_f_tavg","Tair_f_tavg","Qair_f_tavg","Psurf_f_tavg","SWdown_f_tavg","LWdown_f_tavg","date"
134.872741699219,-83.8985748291016,50.3980865478516,9.75096035003662,-9.17906665802002,0,0,2.04330372071126e-05,0,0,0,281.688507080078,281.688507080078,0,0,5.99159574508667,292.806518554688,1024.41137695312,-1.81612003213871e-09,9.65349045145558e-06,1.07813611975871e-05,0.000658222299534827,0,0.159428313374519,1024.41198730469,731.604797363281,2.87741374969482,0,281.6357421875,0.00542753934860229,99740.3203125,147.498992919922,269.816833496094,"20111106.020.nc4"
